Latitude (decimal degrees):	48.125
Longitude (decimal degrees):	11.583
Elevation (m):	520
Radiation database:	PVGIS-ERA5


Slope: 41 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	4.0
System losses (%):	0.0
time,P,G(i),H_sun,T2m,WS10m,Int
20160105:0030,0.0,0.0,0.0,-1.53,2.0,0.0
20160105:0130,0.0,0.0,0.0,-1.86,1.86,0.0
20160105:0230,0.0,0.0,0.0,-2.4,1.79,0.0
20160105:0330,0.0,0.0,0.0,-2.86,1.52,0.0
20160105:0430,0.0,0.0,0.0,-3.04,1.38,0.0
20160105:0530,0.0,0.0,0.0,-2.73,1.24,0.0
20160105:0630,0.0,0.0,0.0,-2.02,1.03,0.0
20160105:0730,11.84,10.8,2.71,-2.05,1.38,0.0
20160105:0830,541.96,143.1,9.79,-1.28,0.97,0.0
20160105:0930,1469.8,360.26,15.16,0.13,0.97,0.0
20160105:1030,1942.0,478.98,18.41,1.65,1.1,0.0
20160105:1130,1892.4,469.85,19.21,3.46,1.17,0.0
20160105:1230,1360.72,340.6,17.48,4.46,1.45,0.0
20160105:1330,1313.92,330.35,13.39,4.81,1.38,0.0
20160105:1430,603.64,162.49,7.33,4.92,1.45,0.0
20160105:1530,0.0,0.0,-0.27,3.87,1.59,0.0
20160105:1630,0.0,0.0,0.0,2.28,1.66,0.0
20160105:1730,0.0,0.0,0.0,0.46,1.72,0.0
20160105:1830,0.0,0.0,0.0,-1.06,1.72,0.0
20160105:1930,0.0,0.0,0.0,-1.77,1.79,0.0
20160105:2030,0.0,0.0,0.0,-2.33,1.86,0.0
20160105:2130,0.0,0.0,0.0,-2.65,1.79,0.0
20160105:2230,0.0,0.0,0.0,-2.66,1.59,0.0
20160105:2330,0.0,0.0,0.0,-2.63,1.52,0.0
20160106:0030,0.0,0.0,0.0,-2.21,1.17,0.0
20160106:0130,0.0,0.0,0.0,-1.33,0.83,0.0
20160106:0230,0.0,0.0,0.0,-1.6,0.83,0.0
20160106:0330,0.0,0.0,0.0,-2.31,1.17,0.0
20160106:0430,0.0,0.0,0.0,-2.73,1.31,0.0
20160106:0530,0.0,0.0,0.0,-2.8,1.31,0.0
20160106:0630,0.0,0.0,0.0,-2.76,1.24,0.0
20160106:0730,18.88,13.37,2.75,-2.49,1.31,0.0
20160106:0830,1299.52,318.28,9.85,-1.67,0.97,0.0
20160106:0930,2256.0,558.92,15.24,0.31,0.55,0.0
20160106:1030,2622.64,665.96,18.51,2.54,0.34,0.0
20160106:1130,2627.24,675.47,19.33,4.09,0.14,0.0
20160106:1230,2470.64,633.25,17.61,4.96,0.28,0.0
20160106:1330,1872.2,474.46,13.53,5.33,0.34,0.0
20160106:1430,938.08,243.84,7.48,5.11,0.55,0.0
20160106:1530,0.0,0.0,-0.12,3.63,1.03,0.0
20160106:1630,0.0,0.0,0.0,2.88,0.97,0.0
20160106:1730,0.0,0.0,0.0,1.98,0.97,0.0
20160106:1830,0.0,0.0,0.0,-0.76,1.66,0.0
20160106:1930,0.0,0.0,0.0,-0.65,2.07,0.0
20160106:2030,0.0,0.0,0.0,-0.37,1.72,0.0
20160106:2130,0.0,0.0,0.0,-0.26,1.59,0.0
20160106:2230,0.0,0.0,0.0,-0.65,1.52,0.0
20160106:2330,0.0,0.0,0.0,-1.19,1.59,0.0
20160107:0030,0.0,0.0,0.0,-1.55,1.59,0.0
20160107:0130,0.0,0.0,0.0,-0.5,1.45,0.0
20160107:0230,0.0,0.0,0.0,-0.42,1.45,0.0
20160107:0330,0.0,0.0,0.0,-0.85,1.45,0.0
20160107:0430,0.0,0.0,0.0,-1.25,1.52,0.0
20160107:0530,0.0,0.0,0.0,-2.04,1.72,0.0
20160107:0630,0.0,0.0,0.0,-2.1,1.45,0.0
20160107:0730,22.4,14.57,2.8,-3.01,1.52,0.0
20160107:0830,1530.84,370.76,9.91,-2.77,1.24,0.0
20160107:0930,2407.24,588.32,15.33,-1.29,1.24,0.0
20160107:1030,2869.72,719.35,18.62,2.07,1.45,0.0
20160107:1130,2834.44,709.67,19.46,3.7,2.14,0.0
20160107:1230,1498.92,372.46,17.75,4.65,2.83,0.0
20160107:1330,403.6,114.31,13.69,4.81,2.97,0.0
20160107:1430,75.08,31.24,7.63,4.25,2.41,0.0
20160107:1530,0.0,1.37,0.04,3.6,1.72,0.0
20160107:1630,0.0,0.0,0.0,2.65,1.38,0.0
20160107:1730,0.0,0.0,0.0,1.58,1.66,0.0
20160107:1830,0.0,0.0,0.0,1.01,1.59,0.0
20160107:1930,0.0,0.0,0.0,1.9,2.21,0.0
20160107:2030,0.0,0.0,0.0,2.42,3.03,0.0
20160107:2130,0.0,0.0,0.0,3.19,3.66,0.0
20160107:2230,0.0,0.0,0.0,3.81,4.14,0.0
20160107:2330,0.0,0.0,0.0,3.92,4.48,0.0
20160108:0030,0.0,0.0,0.0,3.85,4.34,0.0
20160108:0130,0.0,0.0,0.0,3.65,4.14,0.0
20160108:0230,0.0,0.0,0.0,3.21,3.72,0.0
20160108:0330,0.0,0.0,0.0,3.11,3.72,0.0
20160108:0430,0.0,0.0,0.0,2.97,3.59,0.0
20160108:0530,0.0,0.0,0.0,2.79,3.38,0.0
20160108:0630,0.0,0.0,0.0,2.54,3.17,0.0
20160108:0730,15.16,12.21,2.85,2.27,2.55,0.0
20160108:0830,1508.96,371.41,9.98,2.06,2.07,0.0
20160108:0930,2021.28,499.68,15.42,3.08,1.59,0.0
20160108:1030,2679.64,675.98,18.73,4.93,1.66,0.0
20160108:1130,2731.8,693.76,19.59,6.08,1.72,0.0
20160108:1230,2298.12,579.72,17.9,6.65,1.72,0.0
20160108:1330,1333.04,339.09,13.84,6.83,0.83,0.0
20160108:1430,223.68,70.99,7.79,6.66,0.28,0.0
20160108:1530,0.0,2.91,0.2,5.55,1.52,0.0
20160108:1630,0.0,0.0,0.0,4.39,1.66,0.0
20160108:1730,0.0,0.0,0.0,3.76,1.66,0.0
20160108:1830,0.0,0.0,0.0,3.33,1.52,0.0
20160108:1930,0.0,0.0,0.0,2.96,1.59,0.0
20160108:2030,0.0,0.0,0.0,2.78,1.59,0.0
20160108:2130,0.0,0.0,0.0,2.54,1.59,0.0
20160108:2230,0.0,0.0,0.0,2.19,1.52,0.0
20160108:2330,0.0,0.0,0.0,1.93,1.03,0.0
20160109:0030,0.0,0.0,0.0,1.89,0.83,0.0
20160109:0130,0.0,0.0,0.0,1.91,0.9,0.0
20160109:0230,0.0,0.0,0.0,1.95,0.9,0.0
20160109:0330,0.0,0.0,0.0,2.05,0.9,0.0
20160109:0430,0.0,0.0,0.0,2.19,0.97,0.0
20160109:0530,0.0,0.0,0.0,2.17,1.1,0.0
20160109:0630,0.0,0.0,0.0,2.24,1.03,0.0
20160109:0730,8.4,9.55,2.92,2.33,1.03,0.0
20160109:0830,377.64,106.48,10.06,2.44,0.9,0.0
20160109:0930,342.92,99.5,15.52,3.66,0.62,0.0
20160109:1030,1056.4,269.76,18.86,4.59,0.76,0.0
20160109:1130,837.0,218.66,19.73,5.85,0.55,0.0
20160109:1230,210.56,67.66,18.05,6.57,0.21,0.0
20160109:1330,69.2,29.8,14.0,6.38,0.28,0.0
20160109:1430,16.92,13.03,7.96,6.06,0.55,0.0
20160109:1530,0.0,1.2,0.37,5.57,1.03,0.0
20160109:1630,0.0,0.0,0.0,5.15,1.31,0.0
20160109:1730,0.0,0.0,0.0,4.94,1.45,0.0
20160109:1830,0.0,0.0,0.0,4.7,1.45,0.0
20160109:1930,0.0,0.0,0.0,3.99,1.79,0.0
20160109:2030,0.0,0.0,0.0,3.55,1.79,0.0
20160109:2130,0.0,0.0,0.0,2.98,1.79,0.0
20160109:2230,0.0,0.0,0.0,2.61,1.72,0.0
20160109:2330,0.0,0.0,0.0,2.08,1.72,0.0
20160110:0030,0.0,0.0,0.0,1.46,1.59,0.0
20160110:0130,0.0,0.0,0.0,0.41,1.31,0.0
20160110:0230,0.0,0.0,0.0,-0.67,1.38,0.0
20160110:0330,0.0,0.0,0.0,-1.57,1.45,0.0
20160110:0430,0.0,0.0,0.0,-2.15,1.45,0.0
20160110:0530,0.0,0.0,0.0,-2.49,1.52,0.0
20160110:0630,0.0,0.0,0.0,-2.41,1.66,0.0
20160110:0730,23.16,14.91,2.98,-1.55,1.72,0.0
20160110:0830,691.0,177.78,10.15,-0.59,1.52,0.0
20160110:0930,1998.6,495.78,15.63,2.32,0.9,0.0
20160110:1030,1237.8,313.32,18.98,5.21,1.1,0.0
20160110:1130,422.76,119.88,19.88,6.82,1.79,0.0
20160110:1230,411.6,116.88,18.22,6.32,2.41,0.0
20160110:1330,411.56,116.43,14.17,5.85,2.28,0.0
20160110:1430,171.96,57.37,8.13,5.5,1.86,0.0
20160110:1530,0.0,4.94,0.54,4.8,1.1,0.0
20160110:1630,0.0,0.0,0.0,3.73,1.59,0.0
20160110:1730,0.0,0.0,0.0,2.3,1.93,0.0
20160110:1830,0.0,0.0,0.0,1.7,1.66,0.0
20160110:1930,0.0,0.0,0.0,2.15,0.83,0.0
20160110:2030,0.0,0.0,0.0,2.69,0.34,0.0
20160110:2130,0.0,0.0,0.0,1.93,0.69,0.0
20160110:2230,0.0,0.0,0.0,0.49,1.45,0.0
20160110:2330,0.0,0.0,0.0,0.82,1.66,0.0
20160111:0030,0.0,0.0,0.0,1.7,2.0,0.0
20160111:0130,0.0,0.0,0.0,2.55,2.41,0.0
20160111:0230,0.0,0.0,0.0,2.73,2.07,0.0
20160111:0330,0.0,0.0,0.0,2.33,1.66,0.0
20160111:0430,0.0,0.0,0.0,2.0,1.66,0.0
20160111:0530,0.0,0.0,0.0,2.03,1.72,0.0
20160111:0630,0.0,0.0,0.0,1.84,1.72,0.0
20160111:0730,18.32,13.37,3.06,1.97,1.86,0.0
20160111:0830,208.4,65.88,10.24,2.11,1.79,0.0
20160111:0930,393.6,110.84,15.75,2.81,1.59,0.0
20160111:1030,1824.24,451.29,19.12,3.51,1.72,0.0
20160111:1130,1788.84,448.74,20.03,4.83,0.69,0.0
20160111:1230,357.36,103.81,18.38,5.59,1.66,0.0
20160111:1330,159.56,54.34,14.35,5.74,2.83,0.0
20160111:1430,132.2,47.01,8.31,6.01,5.38,0.0
20160111:1530,0.0,5.19,0.72,6.08,5.17,0.0
20160111:1630,0.0,0.0,0.0,5.72,4.76,0.0
20160111:1730,0.0,0.0,0.0,5.4,4.97,0.0
20160111:1830,0.0,0.0,0.0,5.54,5.59,0.0
20160111:1930,0.0,0.0,0.0,4.06,3.45,0.0
20160111:2030,0.0,0.0,0.0,3.94,3.72,0.0
20160111:2130,0.0,0.0,0.0,3.79,4.21,0.0
20160111:2230,0.0,0.0,0.0,3.71,5.17,0.0
20160111:2330,0.0,0.0,0.0,3.66,5.66,0.0
20160112:0030,0.0,0.0,0.0,3.44,5.38,0.0
20160112:0130,0.0,0.0,0.0,3.01,4.55,0.0
20160112:0230,0.0,0.0,0.0,2.91,4.0,0.0
20160112:0330,0.0,0.0,0.0,3.26,4.62,0.0
20160112:0430,0.0,0.0,0.0,3.27,4.9,0.0
20160112:0530,0.0,0.0,0.0,3.1,4.9,0.0
20160112:0630,0.0,0.0,0.0,2.67,4.62,0.0
20160112:0730,15.48,12.33,3.14,2.35,4.21,0.0
20160112:0830,113.88,41.37,10.35,1.71,3.93,0.0
20160112:0930,289.52,85.45,15.87,1.74,4.55,0.0
20160112:1030,476.12,129.52,19.26,2.14,4.9,0.0
20160112:1130,1612.16,391.23,20.2,2.66,5.1,0.0
20160112:1230,1122.92,278.46,18.56,3.53,5.45,0.0
20160112:1330,727.44,187.52,14.53,3.82,5.1,0.0
20160112:1430,623.36,165.0,8.49,3.62,5.17,0.0
20160112:1530,1.6,6.44,0.9,3.18,4.69,0.0
20160112:1630,0.0,0.0,0.0,2.23,4.07,0.0
20160112:1730,0.0,0.0,0.0,1.15,4.07,0.0
20160112:1830,0.0,0.0,0.0,1.48,4.55,0.0
20160112:1930,0.0,0.0,0.0,2.17,4.69,0.0
20160112:2030,0.0,0.0,0.0,1.98,4.76,0.0
20160112:2130,0.0,0.0,0.0,1.77,4.76,0.0
20160112:2230,0.0,0.0,0.0,1.76,4.69,0.0
20160112:2330,0.0,0.0,0.0,1.62,4.41,0.0
20160113:0030,0.0,0.0,0.0,1.33,4.34,0.0
20160113:0130,0.0,0.0,0.0,0.96,4.62,0.0
20160113:0230,0.0,0.0,0.0,0.97,5.03,0.0
20160113:0330,0.0,0.0,0.0,0.71,5.24,0.0
20160113:0430,0.0,0.0,0.0,0.53,5.24,0.0
20160113:0530,0.0,0.0,0.0,0.73,5.66,0.0
20160113:0630,0.0,0.0,0.0,0.9,6.07,0.0
20160113:0730,27.08,16.36,3.23,1.28,6.62,0.0
20160113:0830,621.32,161.76,10.45,1.57,6.9,0.0
20160113:0930,339.76,97.61,16.0,1.48,7.24,0.0
20160113:1030,416.6,114.63,19.42,1.38,7.79,0.0
20160113:1130,324.32,93.52,20.36,1.49,7.72,0.0
20160113:1230,1104.36,270.9,18.74,1.63,7.17,0.0
20160113:1330,759.68,193.91,14.72,2.11,5.79,0.0
20160113:1430,469.84,127.89,8.68,2.0,6.48,0.0
20160113:1530,0.0,5.36,1.09,1.37,5.31,0.0
20160113:1630,0.0,0.0,0.0,1.08,5.03,0.0
20160113:1730,0.0,0.0,0.0,0.95,5.03,0.0
20160113:1830,0.0,0.0,0.0,0.89,4.97,0.0
20160113:1930,0.0,0.0,0.0,1.17,4.9,0.0
20160113:2030,0.0,0.0,0.0,0.97,4.69,0.0
20160113:2130,0.0,0.0,0.0,0.51,4.28,0.0
20160113:2230,0.0,0.0,0.0,0.06,3.72,0.0
20160113:2330,0.0,0.0,0.0,-0.35,3.24,0.0
20160114:0030,0.0,0.0,0.0,-0.72,2.83,0.0
20160114:0130,0.0,0.0,0.0,-1.14,2.34,0.0
20160114:0230,0.0,0.0,0.0,-1.69,1.93,0.0
20160114:0330,0.0,0.0,0.0,-2.74,1.59,0.0
20160114:0430,0.0,0.0,0.0,-3.05,1.24,0.0
20160114:0530,0.0,0.0,0.0,-3.18,1.17,0.0
20160114:0630,0.0,0.0,0.0,-3.71,1.31,0.0
20160114:0730,25.08,15.49,3.32,-2.74,1.17,0.0
20160114:0830,1603.52,388.68,10.57,-2.65,1.17,0.0
20160114:0930,2306.6,566.31,16.13,-0.31,1.17,0.0
20160114:1030,2671.76,662.95,19.57,1.32,1.59,0.0
20160114:1130,2965.4,740.38,20.54,2.3,2.07,0.0
20160114:1230,2841.44,709.88,18.93,3.03,2.07,0.0
20160114:1330,2236.88,554.75,14.91,3.39,1.93,0.0
20160114:1430,923.6,236.75,8.87,3.28,1.79,0.0
20160114:1530,9.2,9.89,1.28,2.53,1.52,0.0
20160114:1630,0.0,0.0,0.0,1.35,1.17,0.0
20160114:1730,0.0,0.0,0.0,0.74,0.97,0.0
20160114:1830,0.0,0.0,0.0,0.25,1.45,0.0
20160114:1930,0.0,0.0,0.0,0.54,2.28,0.0
20160114:2030,0.0,0.0,0.0,0.36,2.48,0.0
20160114:2130,0.0,0.0,0.0,0.35,2.9,0.0
20160114:2230,0.0,0.0,0.0,0.51,3.45,0.0
20160114:2330,0.0,0.0,0.0,0.51,3.45,0.0
20160115:0030,0.0,0.0,0.0,0.22,3.24,0.0
20160115:0130,0.0,0.0,0.0,-0.11,3.17,0.0
20160115:0230,0.0,0.0,0.0,-0.19,3.38,0.0
20160115:0330,0.0,0.0,0.0,-0.34,3.59,0.0
20160115:0430,0.0,0.0,0.0,-0.31,3.79,0.0
20160115:0530,0.0,0.0,0.0,-0.57,3.86,0.0
20160115:0630,0.0,0.0,0.0,-0.57,4.48,0.0
20160115:0730,25.64,15.78,3.42,-0.55,4.28,0.0
20160115:0830,492.16,131.26,10.69,-0.62,4.83,0.0
20160115:0930,286.48,83.33,16.28,-0.32,4.62,0.0
20160115:1030,230.28,70.57,19.74,-0.55,5.45,0.0
20160115:1130,409.24,112.73,20.72,-0.49,5.79,0.0
20160115:1230,396.0,109.76,19.12,-0.4,6.28,0.0
20160115:1330,170.76,55.87,15.11,-0.4,5.79,0.0
20160115:1430,113.88,41.21,9.07,-0.57,4.97,0.0
20160115:1530,3.44,7.28,1.47,-0.72,5.31,0.0
20160115:1630,0.0,0.0,0.0,-0.83,6.28,0.0
20160115:1730,0.0,0.0,0.0,-0.88,6.14,0.0
20160115:1830,0.0,0.0,0.0,-0.88,6.0,0.0
20160115:1930,0.0,0.0,0.0,-0.73,5.17,0.0
20160115:2030,0.0,0.0,0.0,-0.96,4.9,0.0
20160115:2130,0.0,0.0,0.0,-1.25,4.9,0.0
20160115:2230,0.0,0.0,0.0,-1.35,4.62,0.0
20160115:2330,0.0,0.0,0.0,-1.42,3.66,0.0
20160116:0030,0.0,0.0,0.0,-1.53,3.45,0.0
20160116:0130,0.0,0.0,0.0,-1.57,4.14,0.0
20160116:0230,0.0,0.0,0.0,-1.65,3.52,0.0
20160116:0330,0.0,0.0,0.0,-2.08,2.69,0.0
20160116:0430,0.0,0.0,0.0,-2.46,2.41,0.0
20160116:0530,0.0,0.0,0.0,-2.59,2.14,0.0
20160116:0630,0.0,0.0,0.0,-2.57,2.14,0.0
20160116:0730,20.16,13.83,3.53,-2.48,2.28,0.0
20160116:0830,642.68,164.83,10.82,-2.76,1.86,0.0
20160116:0930,982.48,242.65,16.43,-2.43,1.66,0.0
20160116:1030,1350.56,328.25,19.91,-2.01,1.79,0.0
20160116:1130,2110.72,507.89,20.91,-1.54,2.28,0.0
20160116:1230,2034.12,488.73,19.32,-0.88,2.9,0.0
20160116:1330,1030.76,254.44,15.31,-0.67,2.83,0.0
20160116:1430,564.84,148.91,9.27,-0.69,2.97,0.0
20160116:1530,11.04,10.52,1.67,-1.11,2.28,0.0
20160116:1630,0.0,0.0,0.0,-2.03,2.34,0.0
20160116:1730,0.0,0.0,0.0,-2.2,2.83,0.0
20160116:1830,0.0,0.0,0.0,-2.46,3.17,0.0
20160116:1930,0.0,0.0,0.0,-1.99,3.93,0.0
20160116:2030,0.0,0.0,0.0,-2.0,4.28,0.0
20160116:2130,0.0,0.0,0.0,-1.99,4.55,0.0
20160116:2230,0.0,0.0,0.0,-2.0,4.97,0.0
20160116:2330,0.0,0.0,0.0,-2.29,5.17,0.0
20160117:0030,0.0,0.0,0.0,-2.48,5.24,0.0
20160117:0130,0.0,0.0,0.0,-2.73,4.76,0.0
20160117:0230,0.0,0.0,0.0,-3.2,4.55,0.0
20160117:0330,0.0,0.0,0.0,-3.36,4.21,0.0
20160117:0430,0.0,0.0,0.0,-3.49,3.86,0.0
20160117:0530,0.0,0.0,0.0,-3.8,3.72,0.0
20160117:0630,0.0,0.0,0.0,-3.8,3.38,0.0
20160117:0730,28.92,16.69,3.65,-3.92,2.97,0.0
20160117:0830,632.8,161.88,10.95,-4.0,2.28,0.0
20160117:0930,908.6,224.45,16.58,-3.76,2.9,0.0
20160117:1030,1023.84,250.98,20.09,-3.36,2.97,0.0
20160117:1130,875.84,217.37,21.11,-2.98,3.24,0.0
20160117:1230,696.52,177.09,19.53,-2.75,3.03,0.0
20160117:1330,945.72,233.62,15.52,-2.59,2.83,0.0
20160117:1430,826.16,207.66,9.48,-2.65,2.83,0.0
20160117:1530,14.44,11.73,1.87,-3.26,2.48,0.0
20160117:1630,0.0,0.0,0.0,-4.45,2.55,0.0
20160117:1730,0.0,0.0,0.0,-4.67,2.48,0.0
20160117:1830,0.0,0.0,0.0,-4.91,2.41,0.0
20160117:1930,0.0,0.0,0.0,-5.42,1.93,0.0
20160117:2030,0.0,0.0,0.0,-6.22,1.86,0.0
20160117:2130,0.0,0.0,0.0,-6.75,1.72,0.0
20160117:2230,0.0,0.0,0.0,-7.68,1.52,0.0
20160117:2330,0.0,0.0,0.0,-7.43,1.17,0.0
20160118:0030,0.0,0.0,0.0,-6.35,0.76,0.0
20160118:0130,0.0,0.0,0.0,-6.35,0.83,0.0
20160118:0230,0.0,0.0,0.0,-6.37,0.83,0.0
20160118:0330,0.0,0.0,0.0,-6.1,0.62,0.0
20160118:0430,0.0,0.0,0.0,-6.21,0.07,0.0
20160118:0530,0.0,0.0,0.0,-6.3,0.62,0.0
20160118:0630,0.0,0.0,0.0,-7.29,1.24,0.0
20160118:0730,19.16,13.2,3.77,-8.79,1.52,0.0
20160118:0830,1287.4,304.11,11.09,-9.26,1.72,0.0
20160118:0930,2645.16,625.19,16.75,-8.06,1.86,0.0
20160118:1030,3064.28,735.66,20.27,-5.88,2.28,0.0
20160118:1130,3216.08,779.52,21.31,-4.42,2.41,0.0
20160118:1230,3123.76,756.19,19.74,-3.63,2.62,0.0
20160118:1330,2547.4,610.47,15.74,-3.34,2.76,0.0
20160118:1430,1584.28,382.3,9.69,-3.55,2.62,0.0
20160118:1530,15.92,12.23,2.08,-4.57,2.21,0.0
20160118:1630,0.0,0.0,0.0,-6.22,2.48,0.0
20160118:1730,0.0,0.0,0.0,-7.42,2.48,0.0
20160118:1830,0.0,0.0,0.0,-8.71,2.34,0.0
20160118:1930,0.0,0.0,0.0,-8.36,1.66,0.0
20160118:2030,0.0,0.0,0.0,-8.48,1.66,0.0
20160118:2130,0.0,0.0,0.0,-8.2,1.59,0.0
20160118:2230,0.0,0.0,0.0,-7.77,1.52,0.0
20160118:2330,0.0,0.0,0.0,-7.43,1.31,0.0
20160119:0030,0.0,0.0,0.0,-7.89,1.17,0.0
